TimeStamp;NodeID;NodeCount;Schema;SF;WorkerCount;Item name;CPU ns;USER ns;BLOCKED#;BLOCKED ns;WAITED#;WAITED ns;SUMM all times;Running %;Running total%;Comment
1700514110740;1;1;tpc-di;3000.0;16;ALL#worker#12;1962227064;1800000000;6;0;18524;3717000000;5679227064;34.551;33.205;
1700514110740;1;1;tpc-di;3000.0;16;ALL#worker#13;1860977056;1730000000;5;0;18495;3896000000;5756977056;32.326;31.543;
1700514110740;1;1;tpc-di;3000.0;16;ALL#worker#14;1685489621;1540000000;4;0;18407;3956000000;5641489621;29.877;28.663;
1700514110740;1;1;tpc-di;3000.0;16;ALL#worker#15;1661127906;1560000000;4;0;18240;4069000000;5730127906;28.989;28.263;
1700514110740;1;1;tpc-di;3000.0;16;ALL#worker#2;2292592456;2120000000;8;3000000;19924;3358000000;5653592456;40.551;38.627;
1700514110740;1;1;tpc-di;3000.0;16;ALL#worker#3;2175520651;2030000000;8;0;19433;3385000000;5560520651;39.124;36.705;
1700514110740;1;1;tpc-di;3000.0;16;ALL#worker#4;2223514947;2120000000;8;4000000;19181;3445000000;5672514947;39.198;37.493;
1700514110740;1;1;tpc-di;3000.0;16;ALL#worker#5;2206113238;2030000000;8;5000000;18932;3404000000;5615113238;39.289;37.207;
1700514110740;1;1;tpc-di;3000.0;16;ALL#worker#6;2233103938;2080000000;9;1000000;18799;3400000000;5634103938;39.635;37.65;
1700514110740;1;1;tpc-di;3000.0;16;ALL#worker#7;2134380681;1970000000;6;0;18861;3483000000;5617380681;37.996;36.03;
1700514110740;1;1;tpc-di;3000.0;16;ALL#worker#8;2161901825;1980000000;6;5000000;18757;3495000000;5661901825;38.183;36.482;
1700514110740;1;1;tpc-di;3000.0;16;ALL#worker#9;2106775471;1940000000;8;0;18722;3537000000;5643775471;37.329;35.577;
1700514110740;1;1;tpc-di;3000.0;16;All#PausedThread;589479422;320000000;0;0;8745;5376000000;5965479422;9.882;10.675;
1700514110740;1;1;tpc-di;3000.0;16;pdgf.core.dataGenerator.CDCUpdateProducer#ALL;240330043;0;1;0;4236;112000000;352330043;68.212;4.944;
1700514110740;1;1;tpc-di;3000.0;16;pdgf.core.dataGenerator.CDCUpdateProducer#BatchDate;1389249;0;0;0;11;0;1389249;100.0;1.023;
1700514110740;1;1;tpc-di;3000.0;16;pdgf.core.dataGenerator.CDCUpdateProducer#Customer;141163;0;0;0;0;0;141163;99.999;1.002;
1700514110740;1;1;tpc-di;3000.0;16;pdgf.core.dataGenerator.CDCUpdateProducer#DailyMarket;95032229;0;0;0;2886;49000000;144032229;65.98;2.56;
1700514110740;1;1;tpc-di;3000.0;16;pdgf.core.dataGenerator.CDCUpdateProducer#WatchHistory;75108639;0;0;0;1339;63000000;138108639;54.384;2.233;
1700514110740;1;1;tpc-di;3000.0;16;pdgf.core.dataGenerator.scheduler.DbDumpUpdateScheduler#Prospect;1094261;0;0;0;6;73000000;74094261;1.477;1.018;
1700514110740;1;1;tpc-di;3000.0;16;pdgf.core.dataGenerator.scheduler.DefaultScheduler#Date;268781;0;0;0;0;0;268781;100.0;1.004;
1700514110740;1;1;tpc-di;3000.0;16;pdgf.core.dataGenerator.scheduler.DefaultScheduler#HR;208021;0;0;0;0;0;208021;100.0;1.003;
1700514110740;1;1;tpc-di;3000.0;16;pdgf.core.dataGenerator.scheduler.DefaultScheduler#Industry;56637;0;0;0;0;0;56637;99.998;1.001;
1700514110740;1;1;tpc-di;3000.0;16;pdgf.core.dataGenerator.scheduler.DefaultScheduler#StatusType;1254894;0;0;0;0;0;1254894;100.0;1.021;
1700514110740;1;1;tpc-di;3000.0;16;pdgf.core.dataGenerator.scheduler.DefaultScheduler#TaxRate;251066;0;0;0;0;0;251066;100.0;1.004;
1700514110740;1;1;tpc-di;3000.0;16;pdgf.core.dataGenerator.scheduler.DefaultScheduler#Time;163207;0;0;0;0;0;163207;99.999;1.003;
1700514110740;1;1;tpc-di;3000.0;16;pdgf.core.dataGenerator.scheduler.DefaultScheduler#TradeType;86283;0;0;0;0;0;86283;99.999;1.001;
1700514110740;1;1;tpc-di;3000.0;16;pdgf.core.dataGenerator.scheduler.UpdateScheduler#Account;551042;0;0;0;3;3000000;3551042;15.518;1.009;
1700514110740;1;1;tpc-di;3000.0;16;pdgf.core.dataGenerator.scheduler.UpdateScheduler#BatchDate;1148078;0;0;0;6;1000000;2148078;53.447;1.019;
1700514110740;1;1;tpc-di;3000.0;16;pdgf.core.dataGenerator.scheduler.UpdateScheduler#Customer;482641;0;0;0;3;2000000;2482641;19.441;1.008;
1700514110740;1;1;tpc-di;3000.0;16;pdgf.core.dataGenerator.scheduler.UpdateScheduler#DailyMarket;15754850757;3250000000;0;0;298523;334797000000;350551850757;4.494;259.573;
1700514110740;1;1;tpc-di;3000.0;16;pdgf.core.dataGenerator.scheduler.UpdateScheduler#FINWIRE;2074796125;0;0;0;22358;52858000000;54932796125;3.777;35.052;
1700514110740;1;1;tpc-di;3000.0;16;pdgf.core.dataGenerator.scheduler.UpdateScheduler#TradeSource;137726494975;83340000000;0;0;2125689;2558692000000;2696418494975;5.108;2261.405;
1700514110740;1;1;tpc-di;3000.0;16;pdgf.core.dataGenerator.scheduler.UpdateScheduler#WatchHistory;6306878774;630000000;0;0;105839;142361000000;148667878774;4.242;104.51;
1700514110740;1;1;tpc-di;3000.0;16;pdgf.core.dataGenerator.worker.DbDumpRowWorker#worker#0;56614727;50000000;1;0;12;18000000;74614727;75.876;1.929;
1700514110740;1;1;tpc-di;3000.0;16;pdgf.core.dataGenerator.worker.DbDumpRowWorker#worker#1;74734131;70000000;0;0;14;20000000;94734131;78.888;2.227;
1700514110740;1;1;tpc-di;3000.0;16;pdgf.core.dataGenerator.worker.DbDumpRowWorker#worker#10;66282006;60000000;0;0;12;10000000;76282006;86.891;2.088;
1700514110740;1;1;tpc-di;3000.0;16;pdgf.core.dataGenerator.worker.DbDumpRowWorker#worker#11;68322147;60000000;1;0;13;19000000;87322147;78.241;2.121;
1700514110740;1;1;tpc-di;3000.0;16;pdgf.core.dataGenerator.worker.DbDumpRowWorker#worker#12;67785392;60000000;0;0;10;12000000;79785392;84.96;2.113;
1700514110740;1;1;tpc-di;3000.0;16;pdgf.core.dataGenerator.worker.DbDumpRowWorker#worker#13;63052230;60000000;0;0;11;22000000;85052230;74.134;2.035;
1700514110740;1;1;tpc-di;3000.0;16;pdgf.core.dataGenerator.worker.DbDumpRowWorker#worker#14;69958893;60000000;0;0;12;12000000;81958893;85.359;2.148;
1700514110740;1;1;tpc-di;3000.0;16;pdgf.core.dataGenerator.worker.DbDumpRowWorker#worker#15;47078685;40000000;0;0;12;18000000;65078685;72.341;1.773;
1700514110740;1;1;tpc-di;3000.0;16;pdgf.core.dataGenerator.worker.DbDumpRowWorker#worker#2;51893252;50000000;0;0;10;27000000;78893252;65.777;1.852;
1700514110740;1;1;tpc-di;3000.0;16;pdgf.core.dataGenerator.worker.DbDumpRowWorker#worker#3;39309494;30000000;0;0;12;35000000;74309494;52.9;1.645;
1700514110740;1;1;tpc-di;3000.0;16;pdgf.core.dataGenerator.worker.DbDumpRowWorker#worker#4;51094368;50000000;1;0;11;28000000;79094368;64.599;1.839;
1700514110740;1;1;tpc-di;3000.0;16;pdgf.core.dataGenerator.worker.DbDumpRowWorker#worker#5;55130762;50000000;0;0;12;21000000;76130762;72.416;1.905;
1700514110740;1;1;tpc-di;3000.0;16;pdgf.core.dataGenerator.worker.DbDumpRowWorker#worker#6;88705824;80000000;0;0;11;13000000;101705824;87.218;2.456;
